kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag,is_candidate
6921944,K02114.01,Kepler-1105 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,4.421566535,9.726e-06,-9.726e-06,132.18465,0.00183,-0.00183,0.869,0.058,-0.583,2.1229,0.0576,-0.0576,684.0,25.3,-25.3,2.19,0.06,-0.1,729.0,,,66.94,9.53,-10.73,31.9,1.0,q1_q17_dr25_tce,4299.0,86.0,-86.0,4.604,0.033,-0.015,0.697,0.019,-0.032,281.11176,42.45491,15.18,1
6517255,K05291.01,,CANDIDATE,CANDIDATE,,0,0,0,0,525.560452,0.005155,-0.005155,440.33369,0.00672,-0.00672,0.0878,0.3778,-0.0876,2.327,0.443,-0.443,1196.0,166.0,-166.0,12.74,6.86,-3.59,359.0,,,3.92,6.22,-2.1,10.9,1.0,q1_q16_tce,4954.0,110.0,-130.0,3.408,0.229,-0.324,3.796,2.046,-1.07,290.21606,41.954571,13.795,1
3228740,K06309.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,0.730956716,6.452e-06,-6.452e-06,132.21412,0.00903,-0.00903,0.129,0.336,-0.129,2.097,0.224,-0.224,27.8,2.9,-2.9,0.57,0.18,-0.09,2192.0,,,5431.8,4959.62,-2003.13,11.2,1.0,q1_q17_dr25_tce,6028.0,162.0,-180.0,4.371,0.108,-0.201,1.078,0.336,-0.168,289.7424,38.373169,13.707,0
3438975,K00300.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,2.976020742,8.299e-06,-8.299e-06,171.65845,0.00233,-0.00233,0.721,0.085,-0.262,3.73,0.0955,-0.0955,114.9,2.4,-2.4,2.07,0.43,-0.65,1740.0,,,2169.16,1400.54,-1246.33,60.6,1.0,q1_q17_dr25_tce,5947.0,178.0,-148.0,3.939,0.308,-0.103,1.796,0.376,-0.564,290.12018,38.50951,12.302,0
5268955,K07557.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,12.82252496,9.856e-05,-9.856e-05,137.3868282,0.0131,-0.0131,0.706,0.238,-0.572,18.8,2.3,-2.3,19268.0,3722.0,-3722.0,20.12,4.42,-4.87,915.0,,,165.54,106.25,-80.45,13.7,1.0,q1_q17_dr25_tce,5845.0,146.0,-161.0,4.178,0.21,-0.21,1.352,0.297,-0.327,289.96063,40.479839,11.863,0
6345732,K02857.02,Kepler-1370 c,CONFIRMED,CANDIDATE,0.931,0,0,0,0,7.44136102,6.693e-05,-6.693e-05,137.74695,0.00672,-0.00672,0.862,0.062,-0.632,4.554,0.217,-0.217,79.7,6.4,-6.4,1.33,0.21,-0.22,1075.0,,,315.02,130.96,-105.29,14.2,2.0,q1_q17_dr25_tce,5937.0,71.0,-79.0,4.251,0.137,-0.112,1.291,0.209,-0.209,284.56567,41.778481,13.701,1
7951018,K01553.01,Kepler-890 b,CONFIRMED,CANDIDATE,0.331,0,0,0,0,52.75878505,3.347e-05,-3.347e-05,156.306351,0.000526,-0.000526,0.344,0.079,-0.221,6.6517,0.0404,-0.0404,5805.8,26.6,-26.6,8.76,2.91,-0.97,540.0,,,20.08,19.73,-6.5,265.4,1.0,q1_q17_dr25_tce,6228.0,174.0,-239.0,4.413,0.054,-0.216,1.137,0.378,-0.126,288.43576,43.763489,15.182,1
11444952,K04040.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,0.678349364,5.509e-06,-5.509e-06,132.16318,0.0066,-0.0066,1.187,1.638,-0.22,3.092,0.463,-0.463,486.0,50.8,-50.8,19.06,4.62,-1.54,1844.0,,,2737.73,1959.31,-688.35,12.0,1.0,q1_q17_dr25_tce,5569.0,149.0,-166.0,4.566,0.03,-0.17,0.829,0.201,-0.067,285.81662,49.352699,14.261,0
10226420,K08288.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,0.660663034,4.026e-06,-4.026e-06,131.68417,0.00534,-0.00534,0.025,0.971,-0.025,2.81,1.6,-1.6,134.0,15.5,-15.5,1.32,0.38,-0.16,2385.0,,,7605.89,6498.41,-2530.75,23.3,1.0,q1_q17_dr25_tce,6353.0,174.0,-217.0,4.397,0.065,-0.195,1.134,0.329,-0.141,298.15732,47.29166,14.784,0
10363115,K03908.01,Kepler-1929 b,CONFIRMED,CANDIDATE,0.618,0,0,0,0,59.3627946,0.0003499,-0.0003499,184.14711,0.00477,-0.00477,0.001,0.376,0.0,13.972,0.138,-0.138,233.6,5.2,-5.2,2.23,0.35,-0.49,566.0,,,24.33,10.99,-10.5,51.5,1.0,q1_q17_dr25_tce,5786.0,115.0,-104.0,4.106,0.188,-0.101,1.471,0.233,-0.321,299.58337,47.448078,12.07,1
9874581,K08189.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,473.56314,0.01833,-0.01833,222.9281,0.0244,-0.0244,0.158,0.295,-0.158,5.087,0.541,-0.541,327.4,45.1,-45.1,5.39,0.79,-1.86,449.0,,,9.65,4.48,-6.07,8.7,1.0,q1_q17_dr25_tce,7056.0,190.0,-254.0,3.722,0.296,-0.074,2.937,0.434,-1.012,283.13617,46.788219,13.065,0
5129453,K04208.01,,CANDIDATE,CANDIDATE,0.999,0,0,0,0,3.05772668,2.054e-05,-2.054e-05,133.06692,0.00578,-0.00578,0.007,0.445,-0.007,1.819,0.155,-0.155,311.0,27.1,-27.1,1.23,0.05,-0.1,878.0,,,141.1,28.39,-36.55,13.7,1.0,q1_q17_dr25_tce,4483.0,132.0,-132.0,4.57,0.056,-0.016,0.731,0.025,-0.063,298.98502,40.203709,15.745,1
12254378,K02387.01,Kepler-1217 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,2.032319072,5.327e-06,-5.327e-06,132.32157,0.00239,-0.00239,0.133,0.332,-0.133,1.6762,0.069,-0.069,315.5,14.9,-14.9,1.87,0.61,-0.2,1542.0,,,1333.35,1277.72,-427.18,24.5,1.0,q1_q17_dr25_tce,6156.0,171.0,-236.0,4.443,0.054,-0.216,1.05,0.341,-0.114,289.18668,50.937561,15.298,1
10662021,K07357.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,1,1,1.23140522,1.659e-05,-1.659e-05,131.7715,0.0135,-0.0135,0.412,0.065,-0.412,3.338,0.432,-0.432,51.3,5.9,-5.9,0.81,0.23,-0.16,1756.0,,,2252.47,1930.02,-943.89,10.8,1.0,q1_q17_dr25_tce,5600.0,166.0,-166.0,4.32,0.162,-0.18,1.118,0.319,-0.213,290.39279,47.997429,15.149,0
9286088,K04318.01,,CANDIDATE,CANDIDATE,0.938,0,0,0,0,14.8162925,0.0002631,-0.0002631,138.3761,0.0127,-0.0127,0.857,0.099,-0.608,4.973,0.362,-0.362,108.2,10.0,-10.0,1.57,0.25,-0.21,912.0,,,163.33,73.41,-49.91,12.5,1.0,q1_q17_dr25_tce,6356.0,115.0,-128.0,4.27,0.09,-0.11,1.325,0.214,-0.175,293.93832,45.719021,12.583,1
11296045,K04396.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,88.91323139,,,145.6230854,,,,,,2.92,,,,,,,,,,,,,,,,,,,,,,,,,,,291.36188,49.02198,12.981,0
4638237,K03811.01,,CANDIDATE,CANDIDATE,0.996,0,0,0,0,290.1401717,0.0002616,-0.0002616,307.250618,0.00065,-0.00065,0.935,5.681,-0.029,2.1583,0.0472,-0.0472,4836.0,87.2,-87.2,11.58,1.84,-2.25,304.0,,,2.02,0.85,-0.77,69.1,1.0,q1_q17_dr25_tce,5631.0,84.0,-67.0,4.212,0.188,-0.101,1.263,0.2,-0.245,286.15311,39.714901,13.906,1
6266741,K00508.02,Kepler-170 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,16.6658994,2.97e-05,-2.97e-05,180.20215,0.00145,-0.00145,0.429,0.042,-0.399,4.1934,0.0544,-0.0544,754.2,13.4,-13.4,2.85,0.44,-0.16,702.0,,,57.31,24.71,-10.15,60.8,2.0,q1_q17_dr25_tce,5674.0,103.0,-114.0,4.446,0.034,-0.128,1.032,0.159,-0.057,284.52118,41.629601,14.387,1
3847708,K00389.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,3.741231778,5.739e-06,-5.739e-06,171.70626,0.00124,-0.00124,0.25,0.757,-0.25,2.469,0.371,-0.371,419.0,18.6,-18.6,1.55,0.22,-0.12,951.0,,,193.55,89.55,-46.32,66.6,1.0,q1_q17_dr25_tce,5206.0,142.0,-142.0,4.598,0.032,-0.091,0.767,0.112,-0.06,290.70102,38.954681,13.936,0
10471204,K08018.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,0.93371631,1.656e-05,-1.656e-05,131.5435,0.0149,-0.0149,0.401,0.089,-0.401,4.344,0.421,-0.421,61.3,7.5,-7.5,0.7,0.19,-0.06,1743.0,,,2180.39,1781.13,-573.21,10.3,1.0,q1_q17_dr25_tce,5734.0,156.0,-173.0,4.538,0.034,-0.184,0.883,0.245,-0.077,292.20523,47.6483,15.824,0
7970194,K05453.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,190.65896,0.01953,-0.01953,164.9278,0.0915,-0.0915,0.9508,0.0019,-0.6678,35.472,0.894,-0.894,552.8,33.6,-33.6,2.54,1.02,-0.2,281.0,,,1.46,1.78,-0.34,18.3,1.0,q1_q16_tce,5508.0,167.0,-141.0,4.549,0.032,-0.266,0.835,0.335,-0.066,295.27673,43.706509,15.043,0
7102316,K02028.01,Kepler-351 c,CONFIRMED,CANDIDATE,0.998,0,0,0,0,57.2488518,0.000324,-0.000324,184.6864,0.00431,-0.00431,0.022,0.417,-0.022,6.083,0.134,-0.134,1455.6,51.9,-51.9,3.19,0.88,-0.29,431.0,,,8.17,6.79,-2.21,29.8,1.0,q1_q17_dr25_tce,5642.0,169.0,-169.0,4.542,0.044,-0.176,0.846,0.233,-0.078,286.4527,42.657879,15.99,1
10090854,K05762.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,12.63063129,8.928e-05,-8.928e-05,136.70398,0.00565,-0.00565,0.017,0.426,-0.017,2.212,0.169,-0.169,300.8,35.8,-35.8,1.37,0.28,-0.12,689.0,,,53.17,32.22,-13.87,9.5,1.0,q1_q17_dr25_tce,5579.0,150.0,-167.0,4.58,0.034,-0.136,0.798,0.161,-0.069,297.39322,47.011459,15.633,1
9886361,K02732.03,Kepler-403 c,CONFIRMED,CANDIDATE,0.986,0,0,0,0,54.2811949,0.0003812,-0.0003812,140.71639,0.00608,-0.00608,0.85,0.056,-0.574,5.517,0.175,-0.175,147.8,7.6,-7.6,2.07,0.38,-0.34,604.0,,,31.45,15.67,-11.3,20.0,3.0,q1_q17_dr25_tce,6170.0,110.0,-135.0,4.192,0.137,-0.125,1.499,0.272,-0.245,289.92145,46.74456,12.805,1
10816107,K07377.01,,FALSE POSITIVE,FALSE POSITIVE,0.008,0,1,0,0,2.161583501,1.096e-06,-1.096e-06,131.80273,0.000408,-0.000408,0.715,0.011,-0.006,4.0537,0.0283,-0.0283,50163.0,297.0,-297.0,29.61,9.62,-9.62,1646.0,,,1741.01,1699.25,-1029.74,239.2,1.0,q1_q17_dr25_tce,5888.0,177.0,-159.0,4.167,0.364,-0.196,1.219,0.396,-0.396,298.29193,48.194691,13.945,0
9072190,K01933.01,Kepler-1018 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,49.1011093,0.0002094,-0.0002094,136.47265,0.00317,-0.00317,0.52,0.336,-0.314,6.341,0.11,-0.11,845.6,24.3,-24.3,3.28,0.77,-0.56,498.0,,,14.57,9.01,-5.06,39.7,1.0,q1_q17_dr25_tce,5393.0,80.0,-72.0,4.299,0.165,-0.165,1.11,0.261,-0.189,283.59668,45.407879,15.041,1
6717252,K04651.01,,CANDIDATE,CANDIDATE,0.97,0,0,0,0,1.19260017,6.681e-06,-6.681e-06,132.66994,0.00468,-0.00468,0.015,0.438,-0.015,1.502,0.124,-0.124,58.0,6.1,-6.1,0.77,0.21,-0.15,1726.0,,,2107.84,1820.04,-870.63,11.7,1.0,q1_q17_dr25_tce,5600.0,169.0,-152.0,4.349,0.171,-0.19,1.013,0.29,-0.193,298.08716,42.164349,13.818,1
5114623,K03827.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,337.377514,0.003779,-0.003779,336.53604,0.00529,-0.00529,1.245,0.5484,-0.0504,12.136,0.293,-0.293,6110.0,143.0,-143.0,37.23,15.93,-3.76,271.0,,,1.28,1.65,-0.38,60.0,,,6029.0,171.0,-216.0,4.452,0.056,-0.293,0.998,0.427,-0.101,295.73285,40.26078,15.36,0
9209183,K04623.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,186.55347,0.01762,-0.01762,173.0531,0.0345,-0.0345,0.2803,0.1991,-0.2803,13.57,1.2,-1.2,334.5,42.3,-42.3,1.86,0.82,-0.18,341.0,,,3.18,4.16,-0.91,11.0,,,6187.0,161.0,-203.0,4.446,0.054,-0.3,1.006,0.445,-0.098,287.56268,45.679008,14.905,0
8582291,K02330.01,,FALSE POSITIVE,FALSE POSITIVE,0.001,0,0,1,0,2.4681015,1.408e-05,-1.408e-05,132.07692,0.0049,-0.0049,0.689,0.241,-0.461,2.83,0.183,-0.183,172.8,9.7,-9.7,1.22,0.27,-0.15,1244.0,,,564.74,389.07,-178.09,22.1,1.0,q1_q17_dr25_tce,5516.0,166.0,-166.0,4.466,0.1,-0.15,0.872,0.196,-0.105,298.84979,44.615009,14.874,0
3440230,K06334.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,2.881100027,2.08e-07,-2.08e-07,134.238752,5.92e-05,-5.92e-05,0.829,0.005,-0.007,9.43866,0.00663,-0.00663,662830.0,231.0,-231.0,446.29,76.31,-228.8,2946.0,,,17809.19,9411.1,-14234.2,3316.5,1.0,q1_q17_dr25_tce,8104.0,223.0,-334.0,3.675,0.493,-0.087,3.369,0.576,-1.727,290.47125,38.528561,13.636,0
9024857,K07124.02,,FALSE POSITIVE,FALSE POSITIVE,0.005,1,0,0,0,379.11996,0.01623,-0.01623,267.6893,0.0301,-0.0301,0.483,0.473,-0.28,7.22,1.4,-1.4,1107.7,97.0,-97.0,2.74,0.64,-0.21,221.0,,,0.57,0.4,-0.14,9.2,2.0,q1_q17_dr25_tce,5546.0,166.0,-149.0,4.575,0.038,-0.152,0.81,0.188,-0.063,292.87848,45.344372,15.496,0
8264402,K04037.01,,CANDIDATE,CANDIDATE,0.964,0,0,0,0,215.956008,0.003459,-0.003459,271.3671,0.0124,-0.0124,0.959,0.011,-0.672,10.425,0.484,-0.484,392.7,18.0,-18.0,3.36,0.58,-0.43,361.0,,,4.03,1.81,-1.13,23.3,1.0,q1_q17_dr25_tce,6163.0,73.0,-86.0,4.27,0.103,-0.126,1.313,0.23,-0.167,300.94568,44.164688,12.853,1
11804437,K04878.01,,CANDIDATE,CANDIDATE,,0,0,0,0,449.01499,0.02055,-0.02055,144.707,0.0265,-0.0265,0.2182,0.2153,-0.2181,12.58,1.0,-1.0,94.2,13.1,-13.1,1.04,0.38,-0.14,258.0,,,1.04,1.1,-0.34,8.5,1.0,q1_q16_tce,6031.0,143.0,-168.0,4.368,0.106,-0.251,1.068,0.389,-0.145,286.22812,50.01358,12.291,1
6468337,K01620.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,0.959853772,2.78e-06,-2.78e-06,131.85197,0.00249,-0.00249,0.646,0.297,-0.429,1.9163,0.0783,-0.0783,55.8,2.4,-2.4,1.3,0.33,-0.49,2468.0,,,8768.54,7060.19,-5859.63,27.1,1.0,q1_q17_dr25_tce,6061.0,211.0,-211.0,4.025,0.39,-0.13,1.653,0.421,-0.631,298.55786,41.82563,11.787,0
6721123,K00114.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,7.36178958,2.128e-05,-2.128e-05,132.25053,0.00253,-0.00253,1.169,7.133,-0.044,5.022,0.136,-0.136,233.7,5.8,-5.8,39.21,6.45,-9.67,1342.0,,,767.22,349.28,-365.49,47.7,1.0,q1_q17_dr25_tce,6227.0,111.0,-124.0,3.986,0.182,-0.098,1.958,0.322,-0.483,298.86435,42.151569,12.66,0
7212066,K03610.02,,FALSE POSITIVE,FALSE POSITIVE,,1,1,0,0,1.92027188,,,132.5246606,,,,,,2.65,,,,,,,,,,,,,,,,,,,,,,,,,,,295.21167,42.786289,15.26,0
8548454,K05541.01,,CANDIDATE,CANDIDATE,,0,0,0,0,339.633833,0.008837,-0.008837,260.9552,0.0163,-0.0163,0.111,0.313,-0.1109,8.859,0.553,-0.553,517.8,49.6,-49.6,2.04,0.86,-0.17,250.0,,,0.93,1.16,-0.23,12.0,1.0,q1_q16_tce,5823.0,154.0,-167.0,4.522,0.033,-0.302,0.901,0.382,-0.074,286.80566,44.63987,14.699,1
7816680,K06920.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,4.292599454,3.93e-07,-3.93e-07,131.7702811,7.64e-05,-7.64e-05,0.89,0.021,-0.008,4.73293,0.00256,-0.00256,140030.0,98.8,-98.8,64.04,18.82,-8.07,1319.0,,,715.83,616.01,-237.04,1329.6,1.0,q1_q17_dr25_tce,6467.0,173.0,-211.0,4.377,0.062,-0.188,1.174,0.345,-0.148,289.92133,43.508221,15.573,0
9899577,K07247.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,1.33258981,1.496e-05,-1.496e-05,132.0364,0.0102,-0.0102,0.223,0.247,-0.223,3.987,0.308,-0.308,78.4,5.9,-5.9,0.67,0.1,-0.06,1369.0,,,832.33,427.75,-209.63,16.1,1.0,q1_q17_dr25_tce,5309.0,159.0,-143.0,4.595,0.032,-0.104,0.763,0.122,-0.066,295.28519,46.770592,14.818,0
8685497,K01629.01,Kepler-914 b,CONFIRMED,CANDIDATE,0.995,0,0,0,0,4.4096675,1.189e-05,-1.189e-05,132.45003,0.00207,-0.00207,0.814,0.12,-0.579,2.1418,0.0626,-0.0626,132.7,5.8,-5.8,1.51,0.25,-0.15,1192.0,,,476.94,218.4,-120.73,26.4,1.0,q1_q17_dr25_tce,5836.0,104.0,-127.0,4.347,0.08,-0.12,1.166,0.193,-0.113,290.41199,44.89933,13.574,1
10802364,K05829.01,,CANDIDATE,CANDIDATE,,0,0,0,0,583.8531,0.01404,-0.01404,362.1416,0.0209,-0.0209,0.5925,0.3162,-0.3295,5.09,1.2,-1.2,491.0,171.0,-171.0,1.97,0.71,-0.12,196.0,,,0.35,0.37,-0.07,5.4,1.0,q1_q16_tce,5591.0,153.0,-148.0,4.559,0.021,-0.266,0.86,0.309,-0.055,293.91037,48.192081,14.857,1
11046723,K05857.01,,CANDIDATE,CANDIDATE,,0,0,0,0,388.03884851,,,513.4051356,,,,,,4.44,,,,,,,,,,,,,,,,1.0,q1_q16_tce,,,,,,,,,,298.71347,48.545479,13.583,1
9178185,K03868.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,2.992704682,4.057e-06,-4.057e-06,133.29518,0.00109,-0.00109,0.647,0.275,-0.437,1.2585,0.0394,-0.0394,361.1,11.4,-11.4,7.86,1.8,-5.39,2328.0,,,6932.19,5069.34,-6339.46,39.9,1.0,q1_q17_dr25_tce,5908.0,206.0,-206.0,3.497,0.756,-0.133,3.915,0.895,-2.686,299.55338,45.522049,13.957,0
7134976,K00874.02,Kepler-246 c,CONFIRMED,CANDIDATE,0.997,0,0,0,0,11.18719905,5.331e-05,-5.331e-05,137.17814,0.00416,-0.00416,0.387,0.062,-0.387,3.252,0.122,-0.122,353.6,17.5,-17.5,1.55,0.06,-0.12,667.0,,,46.65,7.05,-9.44,21.9,2.0,q1_q17_dr25_tce,4986.0,82.0,-82.0,4.496,0.08,-0.025,0.833,0.032,-0.064,296.48343,42.663429,15.024,1
5306383,K04158.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,0.842336445,7.173e-06,-7.173e-06,131.73901,0.00739,-0.00739,0.266,0.199,-0.266,1.519,0.276,-0.276,80.1,11.9,-11.9,0.9,0.24,-0.14,1941.0,,,3367.24,2719.29,-1199.82,8.8,1.0,q1_q17_dr25_tce,5765.0,156.0,-173.0,4.415,0.101,-0.188,0.998,0.274,-0.147,299.12286,40.489071,13.319,0
7703955,K01707.01,Kepler-315 b,CONFIRMED,CANDIDATE,0.998,0,0,0,0,96.109323,0.002032,-0.002032,187.699,0.0101,-0.0101,0.948,0.04,-0.535,9.877,0.784,-0.784,982.3,48.3,-48.3,4.01,0.54,-0.54,409.0,,,6.59,2.54,-2.0,28.7,1.0,q1_q17_dr25_tce,5792.0,104.0,-104.0,4.375,0.126,-0.103,1.005,0.136,-0.136,298.0231,43.363522,15.321,1
6670075,K02382.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,0.759706632,1.731e-06,-1.731e-06,131.7692,0.00236,-0.00236,0.52,0.438,-0.319,1.0896,0.0634,-0.0634,39.7,2.4,-2.4,1.38,0.37,-0.3,3834.0,,,51080.76,40569.52,-25473.28,21.6,1.0,q1_q17_dr25_tce,8621.0,235.0,-404.0,4.101,0.131,-0.16,2.094,0.564,-0.462,284.03293,42.168709,12.438,0
9711751,K07225.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,0.855763492,1.53e-07,-1.53e-07,132.351325,0.000146,-0.000146,0.917,0.079,-0.038,3.64361,0.00886,-0.00886,131660.0,236.0,-236.0,72.82,23.56,-11.75,2464.0,,,8674.28,8029.9,-3338.83,598.4,1.0,q1_q17_dr25_tce,6679.0,160.0,-220.0,4.286,0.09,-0.195,1.326,0.429,-0.214,292.45786,46.43338,13.788,0
6681233,K00562.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,0,32.63286247,,,177.22208,,,,,,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,288.63629,42.138191,14.949,0
4276716,K01619.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,20.6654374,0.0001785,-0.0001785,132.01229,0.00651,-0.00651,0.05,0.417,-0.05,3.172,0.21,-0.21,100.4,8.4,-8.4,0.66,0.03,-0.04,487.0,,,13.35,2.41,-2.34,13.6,1.0,q1_q17_dr25_tce,4830.0,96.0,-96.0,4.605,0.042,-0.021,0.676,0.03,-0.037,294.99023,39.346378,11.759,1
5546691,K02587.01,Kepler-1283 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,12.9462567,0.000293,-0.000293,139.4165,0.0183,-0.0183,0.109,0.336,-0.109,9.568,0.606,-0.606,168.7,12.7,-12.7,1.13,0.29,-0.1,764.0,,,80.34,59.91,-22.05,15.7,1.0,q1_q17_dr25_tce,6058.0,161.0,-197.0,4.54,0.046,-0.184,0.867,0.22,-0.078,295.46234,40.77697,15.079,1
3329643,K06322.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,1,1,1.015044104,8.678e-06,-8.678e-06,131.56407,0.00743,-0.00743,0.984,0.009,-0.004,10.994,0.562,-0.562,158.2,10.8,-10.8,1.98,0.57,-0.38,1979.0,,,3627.61,3090.23,-1537.46,33.6,1.0,q1_q17_dr25_tce,5910.0,160.0,-178.0,4.318,0.175,-0.193,1.124,0.326,-0.217,287.77148,38.498711,14.956,0
11824786,K02371.01,Kepler-1212 b,CONFIRMED,CANDIDATE,0.996,0,0,0,0,12.94123564,7.239e-05,-7.239e-05,139.89901,0.00484,-0.00484,0.028,0.404,-0.028,4.636,0.133,-0.133,328.8,17.6,-17.6,1.7,0.53,-0.17,795.0,,,94.29,86.83,-27.77,22.1,1.0,q1_q17_dr25_tce,6119.0,182.0,-200.0,4.497,0.052,-0.208,0.938,0.288,-0.096,296.85342,50.03735,15.012,1
11502172,K07452.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,25.431861399,5.095e-06,-5.095e-06,135.619194,0.000163,-0.000163,1.126,0.037,-0.013,5.23771,0.00831,-0.00831,46565.0,68.6,-68.6,43.42,10.9,-5.89,601.0,,,30.92,22.92,-10.2,785.0,1.0,q1_q17_dr25_tce,5754.0,155.0,-155.0,4.458,0.108,-0.175,0.9,0.226,-0.122,289.07819,49.480019,14.164,0
4863956,K04344.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,4.31978105,5.873e-05,-5.873e-05,134.1491,0.0105,-0.0105,0.7702,0.1489,-0.5257,7.204,0.397,-0.397,65.8,3.9,-3.9,3.87,1.72,-1.37,2111.0,,,4693.13,6327.52,-3015.79,23.5,2.0,q1_q17_dr24_tce,5519.0,163.0,-210.0,3.303,0.244,-0.299,4.368,1.947,-1.546,298.51794,39.924438,12.846,0
2571075,K06281.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,1,1.89134201,3.655e-05,-3.655e-05,132.6744,0.0208,-0.0208,0.2376,0.2307,-0.2375,4.674,0.514,-0.514,128.9,14.5,-14.5,0.92,0.35,-0.07,1325.0,,,729.42,824.88,-175.06,8.9,1.0,q1_q17_dr24_tce,5658.0,163.0,-151.0,4.567,0.031,-0.031,0.815,0.309,-0.065,290.38739,37.82029,15.799,0
8804455,K02159.01,,CANDIDATE,CANDIDATE,0.898,0,0,0,0,7.5966998,3.322e-05,-3.322e-05,131.95296,0.00376,-0.00376,0.725,0.22,-0.51,3.667,0.102,-0.102,127.5,5.7,-5.7,1.32,0.2,-0.17,964.0,,,204.34,85.61,-63.2,24.5,2.0,q1_q17_dr25_tce,5716.0,103.0,-114.0,4.343,0.115,-0.115,1.091,0.163,-0.147,285.13831,45.004539,13.482,1
3458919,K06337.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,0.892061734,1.45e-07,-1.45e-07,131.815603,0.000134,-0.000134,1.079,0.099,-0.142,2.24307,0.00799,-0.00799,75590.0,156.0,-156.0,46.75,10.72,-4.92,1724.0,,,2090.54,1462.74,-608.01,398.1,1.0,q1_q17_dr25_tce,5561.0,166.0,-166.0,4.512,0.066,-0.154,0.855,0.196,-0.09,295.14029,38.597542,13.815,0
9692557,K02831.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,0.571940563,1.053e-06,-1.053e-06,131.71371,0.00169,-0.00169,0.792,0.05,-0.546,0.9031,0.0575,-0.0575,54.3,3.2,-3.2,1.88,0.45,-0.61,3320.0,,,28727.59,20621.09,-16948.33,22.8,1.0,q1_q17_dr25_tce,5827.0,157.0,-157.0,3.74,0.28,-0.12,2.286,0.555,-0.74,282.31351,46.419399,12.557,0
7366036,K06867.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,1,0.566801506,2.94e-06,-2.94e-06,131.7969,0.00372,-0.00372,0.369,0.115,-0.369,1.738,0.148,-0.148,29.5,2.0,-2.0,0.62,0.13,-0.08,2557.0,,,10156.53,6352.44,-3294.17,19.2,1.0,q1_q17_dr25_tce,6398.0,158.0,-174.0,4.358,0.092,-0.138,1.111,0.238,-0.146,292.79962,42.99033,11.656,0
